id	sexo	idade	vinculo	estacionamento	instalacoes	ambiente
974	Feminino	37	Servidor	Bom	Bom	Bom
975	Masculino	42	Terceirizado	Ótimo	Ótimo	Ótimo
976	Feminino	38	Terceirizado	Bom	Bom	Ótimo
977	Masculino	31	Servidor	Bom	Bom	Ruim
978	Masculino	23	Servidor	Regular	Bom	Ruim
979	Feminino	39	Servidor	Ruim	Ótimo	Bom
980	Feminino	29	Servidor	Regular	Bom	Bom
981	Feminino	19	Estagiário	Regular	Bom	Ótimo
982	Feminino	32	Terceirizado	Regular	Bom	Ótimo
983	Feminino	34	Servidor	Regular	Bom	Bom
984	Masculino	27	Servidor	Regular	Ótimo	Bom
985	Masculino	20	Estagiário	Regular	Ótimo	Ótimo
986	Feminino	32	Terceirizado	Regular	Bom	Ótimo
987	Masculino	32	Servidor	Ruim	Ótimo	Regular
988	Masculino	26	Servidor	Ótimo	Ótimo	Regular
989	Masculino	38	Terceirizado	Ótimo	Bom	Ótimo
990	Feminino	40	Servidor	Bom	Ótimo	Bom
991	Masculino	37	Servidor	Regular	Ótimo	Regular
992	Feminino	34	Servidor	Bom	Bom	Ótimo
993	Feminino	35	Terceirizado	Ruim	Ótimo	Ótimo
994	Masculino	31	Servidor	Bom	Bom	Bom
995	Masculino	42	Servidor	Bom	Bom	Ótimo
996	Masculino	39	Servidor	Regular	Bom	Ótimo
997	Masculino	22	Estagiário	Ruim	Ótimo	Bom
998	Masculino	30	Servidor	Bom	Ótimo	Ruim
999	Masculino	33	Servidor	Regular	Bom	Bom
1000	Masculino	36	Servidor	Ruim	Ótimo	Bom
1001	Masculino	26	Servidor	Regular	Regular	Bom
1002	Masculino	51	Terceirizado	Regular	Ótimo	Ótimo
1003	Masculino	33	Terceirizado	Ruim	Bom	Ótimo
1004	Masculino	36	Servidor	Regular	Ótimo	Regular
1005	Masculino	18	Estagiário	Bom	Ótimo	Ótimo
1006	Masculino	27	Servidor	Bom	Ótimo	Bom
1007	Masculino	22	Estagiário	Bom	Ótimo	Ótimo
1008	Feminino	37	Servidor	Bom	Ótimo	Bom
1009	Feminino	36	Terceirizado	Ótimo	Bom	Ótimo
1010	Masculino	37	Terceirizado	Regular	Bom	Bom
1011	Feminino	34	Terceirizado	Ruim	Ótimo	Ótimo
1012	Feminino	18	Estagiário	Regular	Ótimo	Ótimo
1013	Masculino	18	Estagiário	Bom	Ótimo	Ótimo
1014	Feminino	21	Estagiário	Bom	Bom	Ótimo
1015	Masculino	40	Terceirizado	Bom	Ótimo	Bom
1016	Feminino	19	Estagiário	Bom	Ótimo	Ótimo
1017	Feminino	37	Servidor	Ruim	Ótimo	Bom
1018	Feminino	26	Terceirizado	Bom	Regular	Bom
1019	Feminino	28	Servidor	Regular	Ótimo	Bom
1020	Feminino	25	Terceirizado	Bom	Bom	Ótimo
1021	Feminino	46	Servidor	Regular	Ótimo	Ótimo
1022	Masculino	23	Estagiário	Regular	Bom	Ótimo
1023	Masculino	39	Servidor	Bom	Ótimo	Bom
1024	Feminino	47	Servidor	Bom	Bom	Bom
1025	Feminino	32	Terceirizado	Ruim	Bom	Ótimo
1026	Masculino	18	Estagiário	Ruim	Regular	Bom
1027	Masculino	34	Terceirizado	Bom	Ruim	Ótimo
1028	Masculino	20	Estagiário	Regular	Bom	Ótimo
1029	Masculino	32	Servidor	Regular	Ótimo	Bom
1030	Feminino	30	Servidor	Regular	Bom	Bom
1031	Masculino	20	Estagiário	Bom	Ótimo	Ótimo
1032	Masculino	23	Estagiário	Ótimo	Bom	Ótimo
1033	Feminino	29	Servidor	Bom	Ótimo	Ótimo
1034	Feminino	31	Servidor	Regular	Ótimo	Bom
1035	Masculino	43	Servidor	Regular	Ruim	Regular
1036	Masculino	27	Servidor	Regular	Bom	Regular
1037	Feminino	22	Estagiário	Regular	Ótimo	Ótimo
1038	Feminino	31	Servidor	Bom	Bom	Bom
1039	Feminino	32	Servidor	Bom	Ótimo	Regular
1040	Masculino	31	Terceirizado	Ótimo	Ótimo	Ótimo
1041	Feminino	31	Terceirizado	Bom	Bom	Bom
1042	Feminino	28	Servidor	Regular	Ótimo	Bom
1043	Masculino	36	Servidor	Ruim	Ótimo	Ótimo
1044	Feminino	36	Terceirizado	Ruim	Ótimo	Ótimo
1045	Masculino	30	Servidor	Bom	Ótimo	Ótimo
1046	Feminino	35	Servidor	Regular	Ótimo	Ruim
1047	Feminino	35	Terceirizado	Bom	Ruim	Ótimo
1048	Feminino	38	Servidor	Regular	Bom	Ótimo
1049	Masculino	53	Terceirizado	Regular	Ótimo	Ótimo
1050	Masculino	20	Estagiário	Bom	Regular	Bom
1051	Masculino	33	Terceirizado	Regular	Bom	Ótimo
1052	Feminino	33	Servidor	Ótimo	Ótimo	Regular
1053	Feminino	30	Servidor	Bom	Bom	Ótimo
1054	Feminino	44	Servidor	Bom	Bom	Bom
1055	Masculino	33	Terceirizado	Ruim	Bom	Ótimo
1056	Feminino	41	Servidor	Bom	Ótimo	Bom
1057	Masculino	39	Servidor	Ótimo	Bom	Bom
1058	Masculino	35	Terceirizado	Bom	Regular	Bom
1059	Feminino	23	Servidor	Bom	Ótimo	Ótimo
1060	Masculino	28	Servidor	Regular	Ótimo	Bom
1061	Masculino	30	Servidor	Ótimo	Ótimo	Ótimo
1062	Masculino	32	Servidor	Regular	Ótimo	Bom
1063	Feminino	32	Servidor	Bom	Ótimo	Bom
1064	Masculino	39	Servidor	Bom	Ótimo	Ruim
1065	Feminino	34	Servidor	Regular	Ótimo	Ruim
1066	Feminino	31	Servidor	Ótimo	Bom	Bom
1067	Masculino	28	Servidor	Regular	Bom	Regular
1068	Feminino	35	Servidor	Bom	Regular	Bom
1069	Feminino	31	Servidor	Bom	Bom	Bom
1070	Feminino	21	Estagiário	Ruim	Regular	Bom
1071	Feminino	23	Servidor	Bom	Ótimo	Bom
1072	Feminino	32	Servidor	Bom	Ótimo	Bom
1073	Feminino	40	Servidor	Bom	Bom	Bom
1074	Feminino	34	Terceirizado	Bom	Ótimo	Ótimo
1075	Feminino	40	Servidor	Regular	Ótimo	Ótimo
1076	Masculino	28	Terceirizado	Bom	Ótimo	Ótimo
1077	Feminino	30	Servidor	Bom	Ótimo	Ótimo
1078	Masculino	33	Terceirizado	Regular	Ótimo	Ótimo
1079	Masculino	32	Servidor	Bom	Ruim	Bom
1080	Feminino	37	Servidor	Bom	Ótimo	Regular
1081	Feminino	33	Servidor	Ótimo	Ótimo	Regular
1082	Feminino	32	Servidor	Ruim	Bom	Ótimo
1083	Masculino	38	Servidor	Ruim	Bom	Ótimo
1084	Feminino	42	Terceirizado	Bom	Ótimo	Bom
1085	Masculino	36	Servidor	Bom	Regular	Bom
1086	Feminino	41	Servidor	Regular	Ótimo	Regular
1087	Feminino	31	Terceirizado	Bom	Bom	Ótimo
1088	Feminino	30	Servidor	Ótimo	Bom	Ótimo
1089	Masculino	41	Servidor	Ruim	Regular	Bom
1090	Masculino	41	Terceirizado	Bom	Ótimo	Ótimo
1091	Feminino	29	Servidor	Ruim	Bom	Bom
1092	Masculino	34	Servidor	Regular	Bom	Ótimo
1093	Feminino	43	Terceirizado	Ótimo	Ótimo	Ótimo
1094	Feminino	31	Servidor	Regular	Ótimo	Bom
1095	Masculino	32	Servidor	Regular	Bom	Ótimo
1096	Masculino	36	Servidor	Bom	Bom	Bom
1097	Masculino	38	Servidor	Regular	Ótimo	Regular
1098	Masculino	21	Terceirizado	Bom	Ótimo	Ótimo
1099	Feminino	34	Servidor	Bom	Ótimo	Bom
1100	Masculino	23	Estagiário	Bom	Bom	Ótimo
1101	Feminino	37	Servidor	Regular	Ótimo	Bom
1102	Feminino	32	Servidor	Ruim	Ótimo	Ótimo
1103	Feminino	29	Servidor	Ótimo	Ótimo	Bom
1104	Feminino	31	Servidor	Regular	Regular	Bom
1105	Feminino	33	Servidor	Bom	Regular	Ótimo
1106	Masculino	37	Servidor	Regular	Bom	Bom
1107	Feminino	48	Servidor	Ruim	Ótimo	Bom
1108	Masculino	34	Servidor	Bom	Ótimo	Bom
1109	Feminino	31	Servidor	Regular	Bom	Ótimo
1110	Feminino	29	Servidor	Regular	Ótimo	Ótimo
1111	Masculino	27	Servidor	Bom	Ótimo	Bom
1112	Feminino	31	Terceirizado	Bom	Ótimo	Ótimo
1113	Feminino	35	Servidor	Regular	Bom	Bom
1114	Masculino	25	Servidor	Bom	Ótimo	Ótimo
1115	Masculino	19	Estagiário	Regular	Bom	Ótimo
1116	Feminino	34	Terceirizado	Ruim	Ótimo	Ótimo
1117	Feminino	30	Servidor	Ótimo	Bom	Bom
1118	Masculino	31	Terceirizado	Regular	Ótimo	Bom
1119	Feminino	34	Servidor	Regular	Ruim	Regular
1120	Feminino	37	Servidor	Bom	Ótimo	Ótimo
1121	Feminino	39	Servidor	Ótimo	Bom	Bom
1122	Masculino	37	Servidor	Ruim	Ótimo	Bom
1123	Masculino	34	Servidor	Bom	Ótimo	Bom
1124	Masculino	31	Servidor	Ótimo	Bom	Regular
1125	Masculino	18	Estagiário	Bom	Ótimo	Bom
1126	Masculino	35	Terceirizado	Bom	Ótimo	Ótimo
1127	Masculino	39	Servidor	Bom	Regular	Ótimo
1128	Masculino	32	Servidor	Bom	Ótimo	Bom
1129	Masculino	24	Servidor	Bom	Ótimo	Ótimo
1130	Masculino	19	Estagiário	Regular	Bom	Ótimo
1131	Feminino	31	Servidor	Regular	Ótimo	Bom
1132	Masculino	37	Servidor	Regular	Ótimo	Bom
1133	Masculino	29	Servidor	Ruim	Ótimo	Bom
1134	Masculino	34	Terceirizado	Ruim	Ótimo	Ótimo
1135	Feminino	36	Servidor	Bom	Bom	Regular
1136	Feminino	30	Terceirizado	Regular	Ótimo	Ótimo
1137	Masculino	27	Servidor	Bom	Ótimo	Bom
1138	Masculino	30	Servidor	Ruim	Bom	Ótimo
1139	Feminino	22	Estagiário	Regular	Ótimo	Ótimo
1140	Feminino	23	Estagiário	Bom	Ótimo	Ótimo
1141	Masculino	39	Terceirizado	Ruim	Bom	Ótimo
1142	Masculino	33	Servidor	Regular	Bom	Regular
1143	Masculino	39	Servidor	Bom	Ótimo	Ótimo
1144	Feminino	43	Terceirizado	Ruim	Ótimo	Bom
1145	Masculino	36	Servidor	Regular	Bom	Regular
1146	Feminino	38	Servidor	Bom	Ótimo	Ótimo
1147	Feminino	34	Servidor	Ruim	Bom	Ótimo
1148	Masculino	31	Terceirizado	Regular	Ótimo	Bom
1149	Masculino	33	Servidor	Regular	Ótimo	Ótimo
1150	Masculino	22	Estagiário	Ruim	Bom	Bom
1151	Masculino	43	Servidor	Bom	Bom	Ótimo
1152	Feminino	34	Terceirizado	Regular	Ótimo	Bom
1153	Masculino	51	Servidor	Bom	Regular	Bom
1154	Feminino	41	Terceirizado	Bom	Ótimo	Ótimo
1155	Masculino	30	Servidor	Regular	Bom	Regular
1156	Feminino	36	Servidor	Ótimo	Ruim	Ruim
1157	Masculino	35	Servidor	Bom	Bom	Bom
1158	Feminino	34	Servidor	Regular	Ótimo	Ótimo
1159	Masculino	42	Servidor	Regular	Bom	Bom
1160	Feminino	51	Servidor	Regular	Ruim	Regular
1161	Feminino	41	Servidor	Regular	Ótimo	Ótimo
1162	Feminino	43	Servidor	Bom	Regular	Bom
1163	Masculino	30	Servidor	Bom	Ótimo	Regular
1164	Masculino	41	Servidor	Bom	Regular	Bom
1165	Feminino	37	Servidor	Regular	Ótimo	Bom
1166	Masculino	18	Estagiário	Ruim	Ótimo	Ótimo
1167	Feminino	34	Servidor	Regular	Ótimo	Ruim
1168	Feminino	28	Servidor	Bom	Ótimo	Regular
1169	Feminino	20	Estagiário	Ruim	Bom	Ótimo
1170	Masculino	48	Servidor	Regular	Ótimo	Regular
1171	Masculino	32	Terceirizado	Ruim	Ótimo	Ótimo
1172	Feminino	26	Terceirizado	Regular	Ótimo	Bom
1173	Masculino	26	Servidor	Ruim	Ótimo	Bom
1174	Feminino	36	Servidor	Regular	Ótimo	Regular
1175	Feminino	39	Servidor	Bom	Bom	Ruim
1176	Masculino	42	Terceirizado	Regular	Bom	Ótimo
1177	Masculino	25	Servidor	Bom	Bom	Ótimo
1178	Feminino	35	Servidor	Ruim	Ótimo	Bom
1179	Feminino	25	Servidor	Bom	Ótimo	Bom
1180	Masculino	35	Servidor	Regular	Ótimo	Bom
1181	Masculino	18	Estagiário	Ruim	Ótimo	Ótimo
1182	Masculino	18	Estagiário	Regular	Bom	Ótimo
1183	Masculino	31	Terceirizado	Regular	Ótimo	Bom
1184	Masculino	33	Servidor	Regular	Ótimo	Bom
1185	Masculino	38	Servidor	Ruim	Ótimo	Bom
1186	Feminino	37	Servidor	Regular	Ótimo	Ótimo
1187	Masculino	35	Servidor	Bom	Ótimo	Bom
1188	Feminino	50	Servidor	Bom	Ótimo	Bom
1189	Masculino	33	Servidor	Regular	Bom	Ruim
1190	Masculino	45	Terceirizado	Regular	Bom	Ótimo
1191	Masculino	20	Estagiário	Bom	Bom	Ótimo
1192	Masculino	41	Servidor	Regular	Ótimo	Ótimo
1193	Feminino	32	Terceirizado	Bom	Bom	Ótimo
1194	Masculino	33	Terceirizado	Regular	Ótimo	Ótimo
1195	Feminino	33	Servidor	Bom	Ótimo	Bom
1196	Masculino	49	Terceirizado	Bom	Ótimo	Ótimo
1197	Feminino	23	Servidor	Regular	Ótimo	Bom
1198	Masculino	37	Servidor	Bom	Bom	Bom
1199	Feminino	38	Terceirizado	Regular	Bom	Bom
1200	Feminino	22	Estagiário	Bom	Ótimo	Ótimo
1201	Feminino	20	Estagiário	Bom	Bom	Ótimo
1202	Feminino	42	Servidor	Regular	Bom	Bom
1203	Feminino	18	Estagiário	Regular	Regular	Ótimo
1204	Masculino	38	Servidor	Ruim	Ótimo	Bom
1205	Feminino	34	Servidor	Ruim	Ótimo	Bom
1206	Feminino	26	Servidor	Bom	Bom	Bom
1207	Masculino	35	Terceirizado	Regular	Bom	Ótimo
1208	Masculino	33	Servidor	Bom	Ótimo	Bom
1209	Masculino	18	Estagiário	Regular	Bom	Regular
1210	Feminino	28	Terceirizado	Ótimo	Bom	Ótimo
1211	Feminino	35	Servidor	Bom	Bom	Regular
1212	Masculino	28	Terceirizado	Ruim	Bom	Ótimo
1213	Masculino	35	Terceirizado	Bom	Ótimo	Bom
1214	Feminino	30	Terceirizado	Regular	Regular	Bom
1215	Feminino	35	Servidor	Regular	Ótimo	Ruim
1216	Feminino	36	Servidor	Bom	Regular	Bom
1217	Feminino	31	Servidor	Ruim	Ótimo	Bom
1218	Masculino	30	Servidor	Bom	Ótimo	Bom
1219	Masculino	42	Servidor	Regular	Ótimo	Bom
1220	Masculino	38	Servidor	Regular	Regular	Ótimo
1221	Feminino	44	Servidor	Regular	Ótimo	Bom
1222	Feminino	33	Terceirizado	Bom	Ótimo	Ótimo
1223	Masculino	35	Servidor	Ruim	Bom	Regular
1224	Masculino	27	Servidor	Ruim	Bom	Bom
1225	Masculino	37	Servidor	Ruim	Ótimo	Ótimo
1226	Feminino	34	Servidor	Bom	Ótimo	Bom
1227	Feminino	33	Servidor	Regular	Regular	Bom
1228	Feminino	39	Servidor	Ruim	Bom	Bom
1229	Feminino	37	Terceirizado	Bom	Bom	Ótimo
1230	Masculino	24	Terceirizado	Bom	Bom	Ótimo
1231	Masculino	32	Servidor	Ruim	Regular	Ótimo
1232	Feminino	40	Servidor	Regular	Ótimo	Bom
1233	Masculino	31	Servidor	Regular	Ótimo	Bom
1234	Masculino	39	Servidor	Bom	Ótimo	Ótimo
1235	Masculino	18	Estagiário	Ruim	Ótimo	Ótimo
1236	Masculino	41	Servidor	Regular	Bom	Regular
1237	Masculino	16	Servidor	Bom	Bom	Regular
1238	Masculino	29	Servidor	Regular	Ótimo	Ótimo
1239	Masculino	18	Estagiário	Ruim	Ruim	Ótimo
1240	Feminino	27	Servidor	Ruim	Ótimo	Ruim
1241	Masculino	33	Terceirizado	Regular	Bom	Bom
1242	Feminino	38	Servidor	Bom	Ótimo	Bom
1243	Masculino	39	Terceirizado	Ruim	Ótimo	Ótimo
1244	Feminino	21	Estagiário	Regular	Ótimo	Ótimo
1245	Feminino	31	Servidor	Regular	Ótimo	Ótimo
1246	Masculino	36	Terceirizado	Ótimo	Ótimo	Ótimo
1247	Masculino	43	Terceirizado	Regular	Bom	Ótimo
1248	Masculino	28	Servidor	Ruim	Ótimo	Bom
1249	Feminino	39	Servidor	Bom	Ótimo	Regular
1250	Masculino	40	Servidor	Regular	Ótimo	Ótimo
1251	Feminino	40	Servidor	Regular	Bom	Bom
1252	Masculino	43	Servidor	Bom	Ótimo	Bom
1253	Masculino	33	Servidor	Regular	Ótimo	Bom
1254	Masculino	40	Servidor	Regular	Ótimo	Bom
1255	Feminino	23	Estagiário	Regular	Ótimo	Ótimo
1256	Feminino	31	Terceirizado	Ótimo	Ótimo	Ótimo
1257	Masculino	41	Servidor	Regular	Ótimo	Bom
1258	Masculino	36	Terceirizado	Bom	Bom	Bom
1259	Masculino	38	Servidor	Bom	Ótimo	Bom
1260	Feminino	32	Terceirizado	Regular	Bom	Ótimo
1261	Feminino	23	Estagiário	Bom	Ótimo	Ótimo
1262	Feminino	23	Servidor	Regular	Regular	Bom
1263	Masculino	38	Servidor	Ruim	Ótimo	Bom
1264	Feminino	26	Servidor	Bom	Ruim	Ruim
1265	Masculino	46	Terceirizado	Bom	Ótimo	Ótimo
1266	Feminino	35	Servidor	Bom	Regular	Regular
1267	Masculino	31	Servidor	Bom	Regular	Bom
1268	Masculino	43	Terceirizado	Ótimo	Regular	Ótimo
1269	Feminino	28	Servidor	Bom	Bom	Bom
1270	Feminino	39	Servidor	Bom	Regular	Bom
1271	Masculino	31	Terceirizado	Regular	Regular	Ótimo
1272	Feminino	39	Servidor	Bom	Ótimo	Bom
1273	Masculino	25	Servidor	Regular	Ótimo	Regular
1274	Feminino	30	Terceirizado	Regular	Ótimo	Bom
1275	Masculino	32	Servidor	Ruim	Ruim	Regular
1276	Masculino	42	Terceirizado	Ruim	Ótimo	Ótimo
1277	Feminino	36	Servidor	Bom	Bom	Regular
1278	Masculino	41	Servidor	Bom	Bom	Bom
1279	Masculino	35	Servidor	Regular	Ótimo	Bom
1280	Feminino	39	Servidor	Regular	Ótimo	Bom
1281	Feminino	20	Estagiário	Bom	Bom	Bom
1282	Masculino	31	Servidor	Ruim	Regular	Bom
1283	Masculino	35	Servidor	Regular	Bom	Ótimo
1284	Feminino	31	Servidor	Bom	Ótimo	Bom
1285	Feminino	22	Estagiário	Bom	Ótimo	Ótimo
1286	Masculino	32	Servidor	Bom	Regular	Bom
1287	Masculino	30	Servidor	Regular	Regular	Regular
1288	Feminino	18	Estagiário	Bom	Ótimo	Ótimo
1289	Feminino	47	Servidor	Bom	Bom	Ruim
1290	Feminino	31	Terceirizado	Bom	Ótimo	Ótimo
1291	Masculino	23	Servidor	Ruim	Ótimo	Bom
1292	Feminino	45	Servidor	Bom	Bom	Bom
1293	Feminino	29	Servidor	Ruim	Regular	Ótimo
1294	Masculino	45	Servidor	Regular	Ótimo	Bom
1295	Feminino	29	Servidor	Bom	Ótimo	Ótimo
1296	Feminino	27	Servidor	Regular	Ótimo	Ótimo
1297	Feminino	22	Estagiário	Regular	Ótimo	Ótimo
1298	Feminino	36	Servidor	Bom	Ótimo	Bom
1299	Masculino	30	Servidor	Bom	Ótimo	Bom
1300	Masculino	32	Servidor	Regular	Regular	Ótimo
1301	Feminino	33	Servidor	Regular	Bom	Bom
1302	Feminino	49	Servidor	Bom	Ótimo	Regular
1303	Masculino	32	Servidor	Regular	Ótimo	Bom
1304	Masculino	31	Terceirizado	Regular	Ótimo	Ótimo
1305	Feminino	26	Servidor	Regular	Ótimo	Bom
1306	Masculino	43	Servidor	Ruim	Ótimo	Bom
1307	Feminino	38	Servidor	Regular	Bom	Bom
1308	Masculino	29	Servidor	Ruim	Bom	Bom
1309	Masculino	33	Servidor	Ruim	Ótimo	Bom
1310	Feminino	34	Servidor	Regular	Ótimo	Regular
1311	Feminino	31	Terceirizado	Regular	Regular	Ótimo
1312	Masculino	23	Estagiário	Ruim	Bom	Ótimo
1313	Masculino	42	Servidor	Regular	Ótimo	Ótimo
1314	Masculino	26	Servidor	Regular	Bom	Ótimo
1315	Feminino	41	Servidor	Regular	Ótimo	Ruim
1316	Masculino	36	Servidor	Regular	Ótimo	Ruim
1317	Masculino	27	Terceirizado	Bom	Bom	Ótimo
1318	Masculino	34	Servidor	Ruim	Bom	Ótimo
1319	Feminino	35	Servidor	Regular	Bom	Ótimo
1320	Masculino	37	Terceirizado	Regular	Ótimo	Ótimo
1321	Feminino	39	Servidor	Regular	Bom	Bom
1322	Masculino	41	Servidor	Regular	Ótimo	Bom
1323	Feminino	32	Servidor	Regular	Bom	Ótimo
1324	Feminino	34	Terceirizado	Bom	Ótimo	Bom
1325	Feminino	28	Servidor	Bom	Bom	Bom
1326	Masculino	38	Servidor	Ruim	Ótimo	Regular
1327	Feminino	34	Terceirizado	Regular	Regular	Bom
1328	Feminino	32	Servidor	Regular	Bom	Bom
1329	Feminino	22	Estagiário	Bom	Regular	Bom
1330	Masculino	31	Servidor	Regular	Ótimo	Regular
1331	Masculino	32	Servidor	Regular	Bom	Bom
1332	Feminino	37	Servidor	Regular	Ótimo	Regular
1333	Feminino	34	Servidor	Bom	Ótimo	Bom
1334	Masculino	30	Servidor	Bom	Regular	Bom
1335	Masculino	43	Servidor	Bom	Bom	Bom
1336	Feminino	23	Estagiário	Bom	Ótimo	Ótimo
1337	Feminino	33	Terceirizado	Bom	Regular	Ótimo
1338	Feminino	40	Servidor	Ruim	Ótimo	Ótimo
1339	Masculino	29	Servidor	Bom	Ótimo	Bom
1340	Feminino	35	Servidor	Regular	Bom	Bom
1341	Masculino	30	Servidor	Regular	Ótimo	Ótimo
1342	Masculino	21	Estagiário	Bom	Ótimo	Ótimo
1343	Masculino	21	Servidor	Bom	Ótimo	Bom
1344	Feminino	20	Estagiário	Regular	Ótimo	Ótimo
1345	Feminino	37	Servidor	Bom	Ótimo	Bom
1346	Feminino	34	Servidor	Regular	Ótimo	Bom
1347	Masculino	48	Servidor	Regular	Ruim	Ótimo
1348	Feminino	33	Servidor	Bom	Ótimo	Bom
1349	Feminino	40	Terceirizado	Regular	Bom	Ótimo
1350	Feminino	28	Servidor	Bom	Bom	Bom
1351	Feminino	40	Servidor	Regular	Ótimo	Bom
1352	Feminino	31	Servidor	Bom	Ótimo	Ótimo
1353	Masculino	36	Servidor	Bom	Bom	Bom
1354	Masculino	34	Servidor	Bom	Regular	Bom
1355	Feminino	38	Servidor	Bom	Ótimo	Bom
1356	Masculino	36	Servidor	Bom	Ótimo	Ótimo
1357	Feminino	27	Terceirizado	Regular	Ótimo	Ótimo
1358	Masculino	31	Servidor	Ruim	Ótimo	Bom
1359	Feminino	26	Terceirizado	Bom	Ótimo	Ótimo
1360	Masculino	36	Terceirizado	Bom	Regular	Ótimo
1361	Feminino	41	Servidor	Regular	Bom	Bom
1362	Feminino	26	Servidor	Bom	Ótimo	Bom
1363	Masculino	19	Estagiário	Ruim	Ótimo	Ótimo
1364	Feminino	27	Terceirizado	Regular	Ótimo	Ótimo
1365	Masculino	37	Servidor	Bom	Ótimo	Ótimo
1366	Feminino	34	Servidor	Bom	Ótimo	Ruim
1367	Masculino	39	Servidor	Bom	Ótimo	Bom
1368	Masculino	50	Servidor	Regular	Regular	Regular
1369	Masculino	36	Servidor	Regular	Ótimo	Bom
1370	Masculino	52	Terceirizado	Bom	Bom	Ótimo
1371	Masculino	33	Servidor	Ruim	Ótimo	Ótimo
1372	Feminino	32	Terceirizado	Bom	Ótimo	Ótimo
1373	Feminino	31	Servidor	Regular	Ótimo	Bom
1374	Masculino	25	Servidor	Regular	Ótimo	Bom
1375	Feminino	30	Servidor	Bom	Ótimo	Regular
1376	Feminino	19	Estagiário	Bom	Ótimo	Ótimo
1377	Feminino	36	Servidor	Ótimo	Ótimo	Bom
1378	Masculino	48	Servidor	Ruim	Ótimo	Bom
1379	Masculino	35	Servidor	Bom	Ótimo	Ótimo
1380	Masculino	19	Estagiário	Ruim	Regular	Ótimo
1381	Masculino	25	Servidor	Bom	Bom	Ótimo
1382	Masculino	22	Estagiário	Regular	Ótimo	Ótimo
1383	Masculino	30	Terceirizado	Bom	Bom	Ótimo
1384	Masculino	29	Servidor	Bom	Bom	Bom
1385	Feminino	30	Servidor	Regular	Bom	Bom
1386	Masculino	32	Servidor	Bom	Ótimo	Ótimo
1387	Masculino	31	Servidor	Ruim	Ótimo	Regular
1388	Feminino	40	Servidor	Regular	Ótimo	Bom
1389	Masculino	42	Servidor	Regular	Ótimo	Bom
1390	Feminino	39	Terceirizado	Regular	Regular	Ótimo
1391	Masculino	39	Terceirizado	Regular	Bom	Ótimo
1392	Masculino	41	Servidor	Ótimo	Ótimo	Bom
1393	Feminino	32	Terceirizado	Ótimo	Ótimo	Bom
1394	Feminino	40	Servidor	Bom	Ótimo	Bom
1395	Masculino	32	Terceirizado	Regular	Bom	Ótimo
1396	Feminino	34	Servidor	Regular	Ótimo	Bom
1397	Masculino	39	Servidor	Ótimo	Ótimo	Bom
1398	Feminino	28	Terceirizado	Ruim	Ótimo	Ótimo
1399	Feminino	33	Servidor	Ótimo	Regular	Bom
1400	Masculino	36	Servidor	Bom	Ótimo	Ótimo
1401	Feminino	32	Servidor	Bom	Ótimo	Bom
1402	Feminino	42	Servidor	Regular	Bom	Bom
1403	Feminino	29	Terceirizado	Bom	Ótimo	Ótimo
1404	Feminino	43	Terceirizado	Regular	Bom	Ótimo
1405	Feminino	42	Terceirizado	Bom	Regular	Bom
1406	Feminino	20	Estagiário	Ótimo	Ótimo	Bom
1407	Masculino	37	Terceirizado	Bom	Ótimo	Ótimo
1408	Masculino	39	Servidor	Ótimo	Regular	Regular
1409	Masculino	41	Servidor	Bom	Ótimo	Bom
1410	Feminino	18	Estagiário	Bom	Ótimo	Ótimo
1411	Masculino	21	Estagiário	Bom	Ótimo	Ótimo
1412	Feminino	40	Servidor	Regular	Ótimo	Bom
1413	Masculino	41	Servidor	Bom	Ótimo	Bom
1414	Feminino	32	Terceirizado	Bom	Regular	Ótimo
1415	Masculino	40	Terceirizado	Regular	Ótimo	Ótimo
1416	Masculino	34	Servidor	Ruim	Ruim	Bom
1417	Feminino	32	Servidor	Regular	Ótimo	Bom
1418	Feminino	18	Estagiário	Regular	Ótimo	Ótimo
1419	Feminino	48	Servidor	Bom	Ótimo	Regular
1420	Masculino	44	Servidor	Bom	Regular	Bom
1421	Masculino	21	Servidor	Regular	Ótimo	Ótimo
1422	Feminino	32	Servidor	Bom	Ótimo	Ótimo
1423	Feminino	32	Servidor	Regular	Ótimo	Bom
1424	Masculino	42	Servidor	Bom	Bom	Regular
1425	Masculino	44	Terceirizado	Bom	Ótimo	Ótimo
1426	Masculino	36	Servidor	Ótimo	Regular	Bom
1427	Feminino	39	Servidor	Regular	Bom	Bom
1428	Masculino	28	Servidor	Bom	Ótimo	Ótimo
1429	Feminino	33	Servidor	Ruim	Bom	Ruim
1430	Feminino	23	Estagiário	Regular	Ótimo	Ótimo
1431	Feminino	30	Terceirizado	Regular	Bom	Bom
1432	Masculino	47	Servidor	Regular	Ótimo	Ruim
1433	Masculino	21	Estagiário	Bom	Ótimo	Ótimo
1434	Feminino	36	Servidor	Ruim	Bom	Ótimo
1435	Feminino	34	Terceirizado	Ruim	Ótimo	Ótimo
1436	Feminino	35	Servidor	Bom	Bom	Regular
1437	Feminino	30	Terceirizado	Regular	Bom	Bom
1438	Feminino	40	Servidor	Regular	Bom	Ótimo
1439	Feminino	34	Servidor	Ruim	Bom	Bom
1440	Feminino	37	Servidor	Bom	Ótimo	Bom
1441	Feminino	20	Estagiário	Regular	Ruim	Ótimo
